ClockLab,,,,
C2-141-1,,,,
15-Jun-2017,00:00,,,,
47,12,42,106.00,0.00
47,12,43,70.00,0.00
47,12,44,43.00,0.00
47,12,45,0.00,0.00
47,12,46,8.00,0.00
47,12,47,0.00,0.00
47,12,48,55.00,0.00
47,12,49,91.00,0.00
47,12,50,115.00,0.00
47,12,51,29.00,0.00
47,12,52,71.00,0.00
47,12,53,91.00,0.00
47,12,54,112.00,0.00
47,12,55,92.00,0.00
47,12,56,117.00,0.00
47,12,57,111.00,0.00
47,12,58,100.00,0.00
47,12,59,108.00,0.00
47,13,0,55.00,0.00
47,13,1,38.00,0.00
47,13,2,32.00,0.00
47,13,3,77.00,0.00
47,13,4,83.00,0.00
47,13,5,92.00,0.00
47,13,6,101.00,0.00
47,13,7,9.00,0.00
47,13,8,0.00,0.00
47,13,9,2.00,0.00
47,13,10,2.00,0.00
47,13,11,1.00,0.00
47,13,12,0.00,0.00
47,13,13,0.00,0.00
47,13,14,0.00,0.00
47,13,15,0.00,0.00
47,13,16,0.00,0.00
47,13,17,0.00,0.00
47,13,18,0.00,0.00
47,13,19,0.00,0.00
47,13,20,2.00,0.00
47,13,21,2.00,0.00
47,13,22,14.00,0.00
47,13,23,0.00,0.00
47,13,24,1.00,0.00
47,13,25,0.00,0.00
47,13,26,1.00,0.00
47,13,27,0.00,0.00
47,13,28,15.00,0.00
47,13,29,92.00,0.00
47,13,30,105.00,0.00
47,13,31,98.00,0.00
47,13,32,101.00,0.00
47,13,33,86.00,0.00
47,13,34,99.00,0.00
47,13,35,45.00,0.00
47,13,36,0.00,0.00
47,13,37,0.00,0.00
47,13,38,0.00,0.00
47,13,39,0.00,0.00
47,13,40,0.00,0.00
47,13,41,0.00,0.00
47,13,42,0.00,0.00
47,13,43,0.00,0.00
47,13,44,0.00,0.00
47,13,45,0.00,0.00
47,13,46,0.00,0.00
47,13,47,0.00,0.00
47,13,48,0.00,0.00
47,13,49,0.00,0.00
47,13,50,0.00,0.00
47,13,51,0.00,0.00
47,13,52,0.00,0.00
47,13,53,0.00,0.00
47,13,54,0.00,0.00
47,13,55,4.00,0.00
47,13,56,0.00,0.00
47,13,57,0.00,0.00
47,13,58,0.00,0.00
47,13,59,0.00,0.00
47,14,0,0.00,0.00
47,14,1,0.00,0.00
47,14,2,0.00,0.00
47,14,3,0.00,0.00
47,14,4,0.00,0.00
47,14,5,0.00,0.00
47,14,6,0.00,0.00
47,14,7,0.00,0.00
47,14,8,0.00,0.00
47,14,9,0.00,0.00
47,14,10,0.00,0.00
47,14,11,0.00,0.00
47,14,12,0.00,0.00
47,14,13,0.00,0.00
47,14,14,0.00,0.00
47,14,15,0.00,0.00
47,14,16,0.00,0.00
47,14,17,0.00,0.00
47,14,18,0.00,0.00
47,14,19,0.00,0.00
47,14,20,0.00,0.00
47,14,21,0.00,0.00
47,14,22,0.00,0.00
47,14,23,0.00,0.00
47,14,24,0.00,0.00
47,14,25,0.00,0.00
47,14,26,0.00,0.00
47,14,27,0.00,0.00
47,14,28,0.00,0.00
47,14,29,0.00,0.00
47,14,30,0.00,0.00
47,14,31,0.00,0.00
47,14,32,0.00,0.00
47,14,33,0.00,0.00
47,14,34,0.00,0.00
47,14,35,0.00,0.00
47,14,36,0.00,0.00
47,14,37,0.00,0.00
47,14,38,0.00,0.00
47,14,39,0.00,0.00
47,14,40,0.00,0.00
47,14,41,0.00,0.00
47,14,42,0.00,0.00
47,14,43,0.00,0.00
47,14,44,0.00,0.00
47,14,45,0.00,0.00
47,14,46,0.00,0.00
47,14,47,0.00,0.00
47,14,48,0.00,0.00
47,14,49,0.00,0.00
47,14,50,0.00,0.00
47,14,51,0.00,0.00
47,14,52,0.00,0.00
47,14,53,0.00,0.00
47,14,54,0.00,0.00
47,14,55,0.00,0.00
47,14,56,0.00,0.00
47,14,57,0.00,0.00
47,14,58,0.00,0.00
47,14,59,0.00,0.00
47,15,0,0.00,0.00
47,15,1,0.00,0.00
47,15,2,0.00,0.00
47,15,3,0.00,0.00
47,15,4,0.00,0.00
47,15,5,0.00,0.00
47,15,6,0.00,0.00
47,15,7,0.00,0.00
47,15,8,0.00,0.00
47,15,9,0.00,0.00
47,15,10,0.00,0.00
47,15,11,0.00,0.00
47,15,12,0.00,0.00
47,15,13,0.00,0.00
47,15,14,0.00,0.00
47,15,15,0.00,0.00
47,15,16,0.00,0.00
47,15,17,0.00,0.00
47,15,18,0.00,0.00
47,15,19,0.00,0.00
47,15,20,0.00,0.00
47,15,21,0.00,0.00
47,15,22,0.00,0.00
47,15,23,0.00,0.00
47,15,24,0.00,0.00
47,15,25,0.00,0.00
47,15,26,0.00,0.00
47,15,27,0.00,0.00
47,15,28,0.00,0.00
47,15,29,0.00,0.00
47,15,30,0.00,0.00
47,15,31,0.00,0.00
47,15,32,0.00,0.00
47,15,33,0.00,0.00
47,15,34,0.00,0.00
47,15,35,0.00,0.00
47,15,36,0.00,0.00
47,15,37,0.00,0.00
47,15,38,0.00,0.00
47,15,39,0.00,0.00
47,15,40,0.00,0.00
47,15,41,0.00,0.00
47,15,42,0.00,0.00
47,15,43,0.00,0.00
47,15,44,0.00,0.00
47,15,45,0.00,0.00
47,15,46,0.00,0.00
47,15,47,0.00,0.00
47,15,48,0.00,0.00
47,15,49,0.00,0.00
47,15,50,0.00,0.00
47,15,51,0.00,0.00
47,15,52,0.00,0.00
47,15,53,0.00,0.00
47,15,54,0.00,0.00
47,15,55,0.00,0.00
47,15,56,0.00,0.00
47,15,57,0.00,0.00
47,15,58,0.00,0.00
47,15,59,0.00,0.00
47,16,0,0.00,0.00
47,16,1,0.00,0.00
47,16,2,0.00,0.00
47,16,3,0.00,0.00
47,16,4,0.00,0.00
47,16,5,0.00,0.00
47,16,6,0.00,0.00
47,16,7,0.00,0.00
47,16,8,0.00,0.00
47,16,9,0.00,0.00
47,16,10,0.00,0.00
47,16,11,0.00,0.00
47,16,12,0.00,0.00
47,16,13,0.00,0.00
47,16,14,1.00,0.00
47,16,15,0.00,0.00
47,16,16,0.00,0.00
47,16,17,0.00,0.00
47,16,18,5.00,0.00
47,16,19,21.00,0.00
47,16,20,44.00,0.00
47,16,21,35.00,0.00
47,16,22,0.00,0.00
47,16,23,0.00,0.00
47,16,24,0.00,0.00
47,16,25,0.00,0.00
47,16,26,0.00,0.00
47,16,27,7.00,0.00
47,16,28,50.00,0.00
47,16,29,84.00,0.00
47,16,30,67.00,0.00
47,16,31,81.00,0.00
47,16,32,68.00,0.00
47,16,33,79.00,0.00
47,16,34,85.00,0.00
47,16,35,105.00,0.00
47,16,36,49.00,0.00
47,16,37,9.00,0.00
47,16,38,39.00,0.00
47,16,39,74.00,0.00
47,16,40,88.00,0.00
47,16,41,4.00,0.00
47,16,42,0.00,0.00
47,16,43,0.00,0.00
47,16,44,0.00,0.00
47,16,45,1.00,0.00
47,16,46,8.00,0.00
47,16,47,0.00,0.00
47,16,48,0.00,0.00
47,16,49,0.00,0.00
47,16,50,8.00,0.00
47,16,51,41.00,0.00
47,16,52,37.00,0.00
47,16,53,56.00,0.00
47,16,54,35.00,0.00
47,16,55,83.00,0.00
47,16,56,85.00,0.00
47,16,57,82.00,0.00
47,16,58,77.00,0.00
47,16,59,91.00,0.00
47,17,0,73.00,0.00
47,17,1,93.00,0.00
47,17,2,65.00,0.00
47,17,3,25.00,0.00
47,17,4,63.00,0.00
47,17,5,94.00,0.00
47,17,6,97.00,0.00
47,17,7,89.00,0.00
47,17,8,1.00,0.00
47,17,9,0.00,0.00
47,17,10,2.00,0.00
47,17,11,0.00,0.00
47,17,12,0.00,0.00
47,17,13,0.00,0.00
47,17,14,0.00,0.00
47,17,15,0.00,0.00
47,17,16,1.00,0.00
47,17,17,21.00,0.00
47,17,18,60.00,0.00
47,17,19,30.00,0.00
47,17,20,4.00,0.00
47,17,21,0.00,0.00
47,17,22,0.00,0.00
47,17,23,0.00,0.00
47,17,24,0.00,0.00
47,17,25,1.00,0.00
47,17,26,5.00,0.00
47,17,27,2.00,0.00
47,17,28,0.00,0.00
47,17,29,0.00,0.00
47,17,30,2.00,0.00
47,17,31,2.00,0.00
47,17,32,0.00,0.00
47,17,33,0.00,0.00
47,17,34,0.00,0.00
47,17,35,0.00,0.00
47,17,36,0.00,0.00
47,17,37,0.00,0.00
47,17,38,0.00,0.00
47,17,39,0.00,0.00
47,17,40,0.00,0.00
47,17,41,0.00,0.00
47,17,42,0.00,0.00
47,17,43,0.00,0.00
47,17,44,0.00,0.00
47,17,45,0.00,0.00
47,17,46,0.00,0.00
47,17,47,0.00,0.00
47,17,48,0.00,0.00
47,17,49,0.00,0.00
47,17,50,0.00,0.00
47,17,51,0.00,0.00
47,17,52,0.00,0.00
47,17,53,0.00,0.00
47,17,54,0.00,0.00
47,17,55,0.00,0.00
47,17,56,0.00,0.00
47,17,57,0.00,0.00
47,17,58,0.00,0.00
47,17,59,0.00,0.00
47,18,0,0.00,0.00
47,18,1,0.00,0.00
47,18,2,0.00,0.00
47,18,3,0.00,0.00
47,18,4,0.00,0.00
47,18,5,0.00,0.00
47,18,6,0.00,0.00
47,18,7,0.00,0.00
47,18,8,0.00,0.00
47,18,9,0.00,0.00
47,18,10,0.00,0.00
47,18,11,0.00,0.00
47,18,12,0.00,0.00
47,18,13,0.00,0.00
47,18,14,0.00,0.00
47,18,15,0.00,0.00
47,18,16,0.00,0.00
47,18,17,0.00,0.00
47,18,18,0.00,0.00
47,18,19,0.00,0.00
47,18,20,0.00,0.00
47,18,21,0.00,0.00
47,18,22,0.00,0.00
47,18,23,0.00,0.00
47,18,24,0.00,0.00
47,18,25,0.00,0.00
47,18,26,0.00,0.00
47,18,27,0.00,0.00
47,18,28,0.00,0.00
47,18,29,0.00,0.00
47,18,30,0.00,0.00
47,18,31,0.00,0.00
47,18,32,0.00,0.00
47,18,33,0.00,0.00
47,18,34,0.00,0.00
47,18,35,0.00,0.00
47,18,36,0.00,0.00
47,18,37,0.00,0.00
47,18,38,0.00,0.00
47,18,39,0.00,0.00
47,18,40,0.00,0.00
47,18,41,0.00,0.00
47,18,42,0.00,0.00
47,18,43,0.00,0.00
47,18,44,0.00,0.00
47,18,45,0.00,0.00
47,18,46,0.00,0.00
47,18,47,0.00,0.00
47,18,48,0.00,0.00
47,18,49,0.00,0.00
47,18,50,0.00,0.00
47,18,51,0.00,0.00
47,18,52,0.00,0.00
47,18,53,0.00,0.00
47,18,54,0.00,0.00
47,18,55,0.00,0.00
47,18,56,0.00,0.00
47,18,57,0.00,0.00
47,18,58,0.00,0.00
47,18,59,0.00,0.00
47,19,0,0.00,0.00
47,19,1,0.00,0.00
47,19,2,0.00,0.00
47,19,3,0.00,0.00
47,19,4,0.00,0.00
47,19,5,0.00,0.00
47,19,6,0.00,0.00
47,19,7,0.00,0.00
47,19,8,0.00,0.00
47,19,9,0.00,0.00
47,19,10,0.00,0.00
47,19,11,0.00,0.00
47,19,12,0.00,0.00
47,19,13,0.00,0.00
47,19,14,0.00,0.00
47,19,15,0.00,0.00
47,19,16,0.00,0.00
47,19,17,0.00,0.00
47,19,18,0.00,0.00
47,19,19,0.00,0.00
47,19,20,0.00,0.00
47,19,21,0.00,0.00
47,19,22,0.00,0.00
47,19,23,0.00,0.00
47,19,24,0.00,0.00
47,19,25,0.00,0.00
47,19,26,0.00,0.00
47,19,27,0.00,0.00
47,19,28,0.00,0.00
47,19,29,0.00,0.00
47,19,30,0.00,0.00
47,19,31,0.00,0.00
47,19,32,0.00,0.00
47,19,33,0.00,0.00
47,19,34,0.00,0.00
47,19,35,0.00,0.00
47,19,36,0.00,0.00
47,19,37,0.00,0.00
47,19,38,0.00,0.00
47,19,39,0.00,0.00
47,19,40,0.00,0.00
47,19,41,0.00,0.00
47,19,42,0.00,0.00
47,19,43,0.00,0.00
47,19,44,0.00,0.00
47,19,45,0.00,0.00
47,19,46,0.00,0.00
47,19,47,0.00,0.00
47,19,48,0.00,0.00
47,19,49,0.00,0.00
47,19,50,0.00,0.00
47,19,51,0.00,0.00
47,19,52,0.00,0.00
47,19,53,0.00,0.00
47,19,54,0.00,0.00
47,19,55,0.00,0.00
47,19,56,0.00,0.00
47,19,57,0.00,0.00
47,19,58,0.00,0.00
47,19,59,0.00,0.00
47,20,0,0.00,0.00
47,20,1,0.00,0.00
47,20,2,0.00,0.00
47,20,3,0.00,0.00
47,20,4,0.00,0.00
47,20,5,0.00,0.00
47,20,6,0.00,0.00
47,20,7,0.00,0.00
47,20,8,0.00,0.00
47,20,9,0.00,0.00
47,20,10,0.00,0.00
47,20,11,0.00,0.00
47,20,12,0.00,0.00
47,20,13,0.00,0.00
47,20,14,0.00,0.00
47,20,15,0.00,0.00
47,20,16,0.00,0.00
47,20,17,0.00,0.00
47,20,18,0.00,0.00
47,20,19,0.00,0.00
47,20,20,0.00,0.00
47,20,21,0.00,0.00
47,20,22,0.00,0.00
47,20,23,0.00,0.00
47,20,24,0.00,0.00
47,20,25,0.00,0.00
47,20,26,0.00,0.00
47,20,27,0.00,0.00
47,20,28,0.00,0.00
47,20,29,0.00,0.00
47,20,30,0.00,0.00
47,20,31,0.00,0.00
47,20,32,0.00,0.00
47,20,33,0.00,0.00
47,20,34,0.00,0.00
47,20,35,0.00,0.00
47,20,36,0.00,0.00
47,20,37,0.00,0.00
47,20,38,0.00,0.00
47,20,39,0.00,0.00
47,20,40,0.00,0.00
47,20,41,0.00,0.00
47,20,42,0.00,0.00
47,20,43,0.00,0.00
47,20,44,0.00,0.00
47,20,45,0.00,0.00
47,20,46,0.00,0.00
47,20,47,0.00,0.00
47,20,48,0.00,0.00
47,20,49,0.00,0.00
47,20,50,0.00,0.00
47,20,51,0.00,0.00
47,20,52,0.00,0.00
47,20,53,0.00,0.00
47,20,54,0.00,0.00
47,20,55,0.00,0.00
47,20,56,0.00,0.00
47,20,57,0.00,0.00
47,20,58,0.00,0.00
47,20,59,0.00,0.00
47,21,0,0.00,0.00
47,21,1,0.00,0.00
47,21,2,0.00,0.00
47,21,3,0.00,0.00
47,21,4,0.00,0.00
47,21,5,0.00,0.00
47,21,6,0.00,0.00
47,21,7,0.00,0.00
47,21,8,0.00,0.00
47,21,9,0.00,0.00
47,21,10,0.00,0.00
47,21,11,0.00,0.00
47,21,12,0.00,0.00
47,21,13,0.00,0.00
47,21,14,0.00,0.00
47,21,15,0.00,0.00
47,21,16,0.00,0.00
47,21,17,0.00,0.00
47,21,18,0.00,0.00
47,21,19,0.00,0.00
47,21,20,0.00,0.00
47,21,21,0.00,0.00
47,21,22,0.00,0.00
47,21,23,0.00,0.00
47,21,24,0.00,0.00
47,21,25,0.00,0.00
47,21,26,0.00,0.00
47,21,27,0.00,0.00
47,21,28,0.00,0.00
47,21,29,0.00,0.00
47,21,30,0.00,0.00
47,21,31,0.00,0.00
47,21,32,0.00,0.00
47,21,33,0.00,0.00
47,21,34,0.00,0.00
47,21,35,0.00,0.00
47,21,36,0.00,0.00
47,21,37,0.00,0.00
47,21,38,0.00,0.00
47,21,39,0.00,0.00
47,21,40,0.00,0.00
47,21,41,0.00,0.00
47,21,42,0.00,0.00
47,21,43,0.00,0.00
47,21,44,0.00,0.00
47,21,45,0.00,0.00
47,21,46,0.00,0.00
47,21,47,0.00,0.00
47,21,48,0.00,0.00
47,21,49,0.00,0.00
47,21,50,0.00,0.00
47,21,51,0.00,0.00
47,21,52,0.00,0.00
47,21,53,0.00,0.00
47,21,54,0.00,0.00
47,21,55,0.00,0.00
47,21,56,0.00,0.00
47,21,57,0.00,0.00
47,21,58,0.00,0.00
47,21,59,0.00,0.00
47,22,0,0.00,0.00
47,22,1,0.00,0.00
47,22,2,0.00,0.00
47,22,3,0.00,0.00
47,22,4,0.00,0.00
47,22,5,0.00,0.00
47,22,6,0.00,0.00
47,22,7,0.00,0.00
47,22,8,0.00,0.00
47,22,9,0.00,0.00
47,22,10,0.00,0.00
47,22,11,0.00,0.00
47,22,12,0.00,0.00
47,22,13,0.00,0.00
47,22,14,0.00,0.00
47,22,15,0.00,0.00
47,22,16,0.00,0.00
47,22,17,0.00,0.00
47,22,18,0.00,0.00
47,22,19,0.00,0.00
47,22,20,0.00,0.00
47,22,21,0.00,0.00
47,22,22,0.00,0.00
47,22,23,0.00,0.00
47,22,24,0.00,0.00
47,22,25,0.00,0.00
47,22,26,0.00,0.00
47,22,27,0.00,0.00
47,22,28,0.00,0.00
47,22,29,0.00,0.00
47,22,30,0.00,0.00
47,22,31,0.00,0.00
47,22,32,0.00,0.00
47,22,33,0.00,0.00
47,22,34,0.00,0.00
47,22,35,0.00,0.00
47,22,36,0.00,0.00
47,22,37,0.00,0.00
47,22,38,0.00,0.00
47,22,39,0.00,0.00
47,22,40,0.00,0.00
47,22,41,0.00,0.00
47,22,42,0.00,0.00
47,22,43,0.00,0.00
47,22,44,0.00,0.00
47,22,45,0.00,0.00
47,22,46,0.00,0.00
47,22,47,0.00,0.00
47,22,48,0.00,0.00
47,22,49,0.00,0.00
47,22,50,0.00,0.00
47,22,51,0.00,0.00
47,22,52,0.00,0.00
47,22,53,0.00,0.00
47,22,54,0.00,0.00
47,22,55,0.00,0.00
47,22,56,0.00,0.00
47,22,57,0.00,0.00
47,22,58,0.00,0.00
47,22,59,0.00,0.00
47,23,0,0.00,0.00
47,23,1,0.00,0.00
47,23,2,0.00,0.00
47,23,3,0.00,0.00
47,23,4,0.00,0.00
47,23,5,0.00,0.00
47,23,6,0.00,0.00
47,23,7,0.00,0.00
47,23,8,0.00,0.00
47,23,9,0.00,0.00
47,23,10,0.00,0.00
47,23,11,0.00,0.00
47,23,12,0.00,0.00
47,23,13,0.00,0.00
47,23,14,0.00,0.00
47,23,15,0.00,0.00
47,23,16,0.00,0.00
47,23,17,0.00,0.00
47,23,18,0.00,0.00
47,23,19,0.00,0.00
47,23,20,0.00,0.00
47,23,21,0.00,0.00
47,23,22,0.00,0.00
47,23,23,0.00,0.00
47,23,24,0.00,0.00
47,23,25,0.00,0.00
47,23,26,0.00,0.00
47,23,27,0.00,0.00
47,23,28,0.00,0.00
47,23,29,0.00,0.00
47,23,30,0.00,0.00
47,23,31,0.00,0.00
47,23,32,0.00,0.00
47,23,33,0.00,0.00
47,23,34,0.00,0.00
47,23,35,0.00,0.00
47,23,36,0.00,0.00
47,23,37,0.00,0.00
47,23,38,0.00,0.00
47,23,39,0.00,0.00
47,23,40,0.00,0.00
47,23,41,0.00,0.00
47,23,42,0.00,0.00
47,23,43,0.00,0.00
47,23,44,0.00,0.00
47,23,45,0.00,0.00
47,23,46,0.00,0.00
47,23,47,0.00,0.00
47,23,48,0.00,0.00
47,23,49,0.00,0.00
47,23,50,0.00,0.00
47,23,51,0.00,0.00
47,23,52,0.00,0.00
47,23,53,0.00,0.00
47,23,54,0.00,0.00
47,23,55,0.00,0.00
47,23,56,0.00,0.00
47,23,57,0.00,0.00
47,23,58,0.00,0.00
47,23,59,0.00,0.00
48,0,0,0.00,0.00
48,0,1,0.00,0.00
48,0,2,0.00,0.00
48,0,3,0.00,0.00
48,0,4,0.00,0.00
48,0,5,0.00,0.00
48,0,6,0.00,0.00
48,0,7,0.00,0.00
48,0,8,0.00,0.00
48,0,9,0.00,0.00
48,0,10,0.00,0.00
48,0,11,0.00,0.00
48,0,12,0.00,0.00
48,0,13,0.00,0.00
48,0,14,0.00,0.00
48,0,15,0.00,0.00
48,0,16,0.00,0.00
48,0,17,0.00,0.00
48,0,18,0.00,0.00
48,0,19,0.00,0.00
48,0,20,0.00,0.00
48,0,21,0.00,0.00
48,0,22,0.00,0.00
48,0,23,0.00,0.00
48,0,24,0.00,0.00
48,0,25,0.00,0.00
48,0,26,0.00,0.00
48,0,27,0.00,0.00
48,0,28,0.00,0.00
48,0,29,0.00,0.00
48,0,30,0.00,0.00
48,0,31,0.00,0.00
48,0,32,0.00,0.00
48,0,33,0.00,0.00
48,0,34,0.00,0.00
48,0,35,0.00,0.00
48,0,36,0.00,0.00
48,0,37,0.00,0.00
48,0,38,0.00,0.00
48,0,39,0.00,0.00
48,0,40,0.00,0.00
48,0,41,0.00,0.00
48,0,42,0.00,0.00
48,0,43,0.00,0.00
48,0,44,0.00,0.00
48,0,45,0.00,0.00
48,0,46,0.00,0.00
48,0,47,0.00,0.00
48,0,48,0.00,0.00
48,0,49,0.00,0.00
48,0,50,0.00,0.00
48,0,51,0.00,0.00
48,0,52,0.00,0.00
48,0,53,0.00,0.00
48,0,54,0.00,0.00
48,0,55,0.00,0.00
48,0,56,0.00,0.00
48,0,57,0.00,0.00
48,0,58,0.00,0.00
48,0,59,0.00,0.00
48,1,0,0.00,0.00
48,1,1,0.00,0.00
48,1,2,0.00,0.00
48,1,3,0.00,0.00
48,1,4,0.00,0.00
48,1,5,0.00,0.00
48,1,6,0.00,0.00
48,1,7,0.00,0.00
48,1,8,0.00,0.00
48,1,9,0.00,0.00
48,1,10,0.00,0.00
48,1,11,0.00,0.00
48,1,12,0.00,0.00
48,1,13,0.00,0.00
48,1,14,0.00,0.00
48,1,15,0.00,0.00
48,1,16,0.00,0.00
48,1,17,0.00,0.00
48,1,18,0.00,0.00
48,1,19,0.00,0.00
48,1,20,0.00,0.00
48,1,21,0.00,0.00
48,1,22,0.00,0.00
48,1,23,0.00,0.00
48,1,24,0.00,0.00
48,1,25,0.00,0.00
48,1,26,0.00,0.00
48,1,27,0.00,0.00
48,1,28,0.00,0.00
48,1,29,0.00,0.00
48,1,30,0.00,0.00
48,1,31,0.00,0.00
48,1,32,0.00,0.00
48,1,33,0.00,0.00
48,1,34,0.00,0.00
48,1,35,0.00,0.00
48,1,36,0.00,0.00
48,1,37,0.00,0.00
48,1,38,0.00,0.00
48,1,39,0.00,0.00
48,1,40,0.00,0.00
48,1,41,0.00,0.00
48,1,42,0.00,0.00
48,1,43,0.00,0.00
48,1,44,0.00,0.00
48,1,45,0.00,0.00
48,1,46,0.00,0.00
48,1,47,0.00,0.00
48,1,48,0.00,0.00
48,1,49,0.00,0.00
48,1,50,0.00,0.00
48,1,51,0.00,0.00
48,1,52,0.00,0.00
48,1,53,0.00,0.00
48,1,54,0.00,0.00
48,1,55,0.00,0.00
48,1,56,0.00,0.00
48,1,57,0.00,0.00
48,1,58,0.00,0.00
48,1,59,0.00,0.00
48,2,0,0.00,0.00
48,2,1,0.00,0.00
48,2,2,0.00,0.00
48,2,3,0.00,0.00
48,2,4,0.00,0.00
48,2,5,0.00,0.00
48,2,6,0.00,0.00
48,2,7,0.00,0.00
48,2,8,0.00,0.00
48,2,9,0.00,0.00
48,2,10,0.00,0.00
48,2,11,0.00,0.00
48,2,12,0.00,0.00
48,2,13,0.00,0.00
48,2,14,0.00,0.00
48,2,15,0.00,0.00
48,2,16,0.00,0.00
48,2,17,0.00,0.00
48,2,18,0.00,0.00
48,2,19,0.00,0.00
48,2,20,0.00,0.00
48,2,21,0.00,0.00
48,2,22,0.00,0.00
48,2,23,0.00,0.00
48,2,24,0.00,0.00
48,2,25,0.00,0.00
48,2,26,0.00,0.00
48,2,27,0.00,0.00
48,2,28,0.00,0.00
48,2,29,0.00,0.00
48,2,30,0.00,0.00
48,2,31,0.00,0.00
48,2,32,0.00,0.00
48,2,33,0.00,0.00
48,2,34,0.00,0.00
48,2,35,0.00,0.00
48,2,36,0.00,0.00
48,2,37,0.00,0.00
48,2,38,0.00,0.00
48,2,39,0.00,0.00
48,2,40,0.00,0.00
48,2,41,0.00,0.00
48,2,42,0.00,0.00
48,2,43,0.00,0.00
48,2,44,0.00,0.00
48,2,45,0.00,0.00
48,2,46,0.00,0.00
48,2,47,0.00,0.00
48,2,48,0.00,0.00
48,2,49,0.00,0.00
48,2,50,0.00,0.00
48,2,51,0.00,0.00
48,2,52,0.00,0.00
48,2,53,0.00,0.00
48,2,54,0.00,0.00
48,2,55,0.00,0.00
48,2,56,0.00,0.00
48,2,57,0.00,0.00
48,2,58,0.00,0.00
48,2,59,0.00,0.00
48,3,0,0.00,0.00
48,3,1,0.00,0.00
48,3,2,0.00,0.00
48,3,3,0.00,0.00
48,3,4,0.00,0.00
48,3,5,0.00,0.00
48,3,6,0.00,0.00
48,3,7,0.00,0.00
48,3,8,0.00,0.00
48,3,9,0.00,0.00
48,3,10,0.00,0.00
48,3,11,0.00,0.00
48,3,12,0.00,0.00
48,3,13,0.00,0.00
48,3,14,0.00,0.00
48,3,15,0.00,0.00
48,3,16,0.00,0.00
48,3,17,0.00,0.00
48,3,18,0.00,0.00
48,3,19,0.00,0.00
48,3,20,0.00,0.00
48,3,21,0.00,0.00
48,3,22,0.00,0.00
48,3,23,0.00,0.00
48,3,24,0.00,0.00
48,3,25,0.00,0.00
48,3,26,0.00,0.00
48,3,27,0.00,0.00
48,3,28,0.00,0.00
48,3,29,0.00,0.00
48,3,30,0.00,0.00
48,3,31,0.00,0.00
48,3,32,0.00,0.00
48,3,33,0.00,0.00
48,3,34,0.00,0.00
48,3,35,0.00,0.00
48,3,36,0.00,0.00
48,3,37,0.00,0.00
48,3,38,0.00,0.00
48,3,39,0.00,0.00
48,3,40,0.00,0.00
48,3,41,0.00,0.00
48,3,42,0.00,0.00
48,3,43,0.00,0.00
48,3,44,0.00,0.00
48,3,45,0.00,0.00
48,3,46,1.00,0.00
48,3,47,0.00,0.00
48,3,48,0.00,0.00
48,3,49,0.00,0.00
48,3,50,0.00,0.00
48,3,51,7.00,0.00
48,3,52,48.00,0.00
48,3,53,66.00,0.00
48,3,54,84.00,0.00
48,3,55,75.00,0.00
48,3,56,80.00,0.00
48,3,57,79.00,0.00
48,3,58,76.00,0.00
48,3,59,74.00,0.00
48,4,0,82.00,0.00
48,4,1,79.00,0.00
48,4,2,90.00,0.00
48,4,3,100.00,0.00
48,4,4,92.00,0.00
48,4,5,104.00,0.00
48,4,6,42.00,0.00
48,4,7,38.00,0.00
48,4,8,92.00,0.00
48,4,9,96.00,0.00
48,4,10,51.00,0.00
48,4,11,22.00,0.00
48,4,12,106.00,0.00
48,4,13,90.00,0.00
48,4,14,9.00,0.00
48,4,15,21.00,0.00
48,4,16,41.00,0.00
48,4,17,106.00,0.00
48,4,18,104.00,0.00
48,4,19,105.00,0.00
48,4,20,104.00,0.00
48,4,21,106.00,0.00
48,4,22,92.00,0.00
48,4,23,64.00,0.00
48,4,24,104.00,0.00
48,4,25,65.00,0.00
48,4,26,93.00,0.00
48,4,27,8.00,0.00
48,4,28,25.00,0.00
48,4,29,74.00,0.00
48,4,30,91.00,0.00
48,4,31,110.00,0.00
48,4,32,104.00,0.00
48,4,33,94.00,0.00
48,4,34,96.00,0.00
48,4,35,102.00,0.00
48,4,36,100.00,0.00
48,4,37,106.00,0.00
48,4,38,50.00,0.00
48,4,39,106.00,0.00
48,4,40,85.00,0.00
48,4,41,52.00,0.00
48,4,42,10.00,0.00
48,4,43,0.00,0.00
48,4,44,0.00,0.00
48,4,45,51.00,0.00
48,4,46,100.00,0.00
48,4,47,103.00,0.00
48,4,48,107.00,0.00
48,4,49,109.00,0.00
48,4,50,78.00,0.00
48,4,51,104.00,0.00
48,4,52,107.00,0.00
48,4,53,101.00,0.00
48,4,54,102.00,0.00
48,4,55,111.00,0.00
48,4,56,91.00,0.00
48,4,57,111.00,0.00
48,4,58,99.00,0.00
48,4,59,111.00,0.00
48,5,0,102.00,0.00
48,5,1,97.00,0.00
48,5,2,35.00,0.00
48,5,3,30.00,0.00
48,5,4,0.00,0.00
48,5,5,0.00,0.00
48,5,6,0.00,0.00
48,5,7,58.00,0.00
48,5,8,79.00,0.00
48,5,9,94.00,0.00
48,5,10,111.00,0.00
48,5,11,112.00,0.00
48,5,12,85.00,0.00
48,5,13,114.00,0.00
48,5,14,105.00,0.00
48,5,15,113.00,0.00
48,5,16,116.00,0.00
48,5,17,109.00,0.00
48,5,18,102.00,0.00
